information,LUMO,HOMO,298K_Atomization_Energy,Diatomic,Bond_length,Rotational_constant,0K_Enthalpy_of_formation,Electric_dipole_moment,Ionization_Energy,Polarizability,neighbor_A_n,neighbor_B_n,coordination_number_n,neighbor_A_2,neighbor_B_2,coordination_number_2,neighbor_A_3,neighbor_B_3,coordination_number_3,neighbor_A_4,neighbor_B_4,coordination_number_4,neighbor_A_5,neighbor_B_5,coordination_number_5,neighbor_A_6,neighbor_B_6,coordination_number_6,bulknn,local_electron_affinity_n,local_electron_affinity_2,local_electron_affinity_3,local_electron_affinity_4,local_electron_affinity_5,local_electron_affinity_6,atomic_number_A,atomic_radius_A,dbcenter_A,d_skew_A,db_filling_A,electron_affinity_A,dipole_polarizability_A,heat_of_formation_A,en_pauling_A,vdw_radius_A,ionenergies_A,Work_Function_A,273K_Thermal_Conductivity_A,class_transition_A,class_covalent_A,class_nonmetal_A,rd_A,Vsd2_A,inner_3s_A,inner_3p_A,inner_3d_A,inner_4s_A,inner_4p_A,inner_4d_A,inner_4f_A,inner_5s_A,inner_5p_A,inner_5d_A,inner_6s_A,outer_s_A,outer_p_A,outer_d_A,outer_f_A,atomic_number_B,atomic_radius_B,dbcenter_B,d_skew_BB,db_filling_B,electron_affinity_B,dipole_polarizability_B,heat_of_formation_B,en_pauling_B,vdw_radius_B,ionenergies_B,Work_Function_B,273K_Thermal_Conductivity_B,class_transition_B,class_covalent_B,class_nonmetal_B,rd_B,Vsd2_B,inner_3s_B,inner_3p_B,inner_3d_B,inner_4s_B,inner_4p_B,inner_4d_B,inner_4f_B,inner_5s_B,inner_5p_B,inner_5d_B,inner_6s_B,outer_s_B,outer_p_B,outer_d_B,outer_f_B,Adsorption Energy
Ta3Zn1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,1,6.75,6,1,7.714285714,6,2,7.875,9,3,7.25,2.904530418,0.322,0.322,0.508334286,0.417990548,0.508334286,0.508334286,73,149,2.06747,0.008732307,0.382570087,0.322,88,782,1.5,222,7.54957,4.4,57.4,1,0,0,1.34,9.05,2,6,10,2,6,10,0,2,6,0,0,2,0,3,14,30,138,-7.679984508,9.50907044,0.995591587,,38.8,130.4,1.65,201,9.394199,4.265,117,0,1,0,0.59,0.46,2,6,10,2,3,0,0,0,0,0,0,2,0,10,0,-5.484496868
Ni2Ta2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,7.666666667,1,2,7.666666667,3,2,7.6,4,4,8.625,5,4,8.333333333,6,6,7.916666667,2.719850067,1.665990837,1.665990837,1.439417236,1.520526225,1.474917347,1.520526225,28,124,-1.704559039,0.257788923,0.92586843,1.156,51.1,430.1,1.91,197,7.639877,5.195,94.1,1,0,0,0.71,1.16,2,6,10,2,3,0,0,0,0,0,0,2,0,8,0,73,149,2.06747,0.008732307,0.382570087,0.322,88,782,1.5,222,7.54957,4.4,57.4,1,0,0,1.34,9.05,2,6,10,2,6,10,0,2,6,0,0,2,0,3,14,-3.224014557
Rh3Sc1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.8,6,2,8.25,6,2,8.25,9,3,7.583333333,2.79025801,1.137,1.137,1.425175268,1.309416615,1.309416615,1.309416615,45,134,-1.74842118,0.091325648,0.783981104,1.137,58,556,2.28,210,7.4589,4.98,151,1,0,0,0.99,3.32,2,6,10,2,6,0,0,0,0,0,0,1,0,8,0,21,162,1.039495957,,,0.188,142.28,377.8,1.36,215,6.56149,3.5,15.7,1,0,0,1.24,7.9,2,6,10,2,3,0,0,0,0,0,0,2,0,1,0,-1.403067388
Zr3W1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,0,7,6,1,7.714285714,6,2,7.875,6,3,7.666666667,3.103085139,0.426,0.426,0.426,0.531319029,0.627068086,0.713317805,40,160,1.77722146,0.017719717,0.289232383,0.426,121,610,1.33,223,6.6339,4.05,23.2,1,0,0,1.41,10.9,2,6,10,2,6,0,0,0,0,0,0,2,0,2,0,74,141,0.27333538,0.010403395,0.46381165,0.81626,75,851,1.7,218,7.86403,4.77,177,1,0,0,1.27,7.27,2,6,10,2,6,10,0,2,6,0,0,2,0,4,14,-5.283060517
Co3Zr1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7.333333333,2,1,7.333333333,3,2,7.8,6,2,8.25,7,2,8,9,3,7.583333333,2.636053023,0.957254612,0.957254612,1.03045189,0.873025947,0.846630116,0.873025947,27,125,-2.248000961,0.273248244,0.940522289,0.66225646,57.71,426.7,1.88,200,7.88101,5,105,1,0,0,0.76,1.34,2,6,10,2,3,0,0,0,0,0,0,2,0,7,0,40,160,1.77722146,0.017719717,0.289232383,0.426,121,610,1.33,223,6.6339,4.05,23.2,1,0,0,1.41,10.9,2,6,10,2,6,0,0,0,0,0,0,2,0,2,0,-1.518939175
Ti2V2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7.666666667,2,1,7.666666667,4,2,8.666666667,4,4,8.875,4,4,8.875,6,6,8.083333333,2.617856055,0.23196799,0.23196799,0.23196799,0.397492138,0.397492138,0.397492138,22,147,1.450704928,0.068416983,0.266428167,0.079,114.34,473,1.54,211,6.82812,4.33,22.4,1,0,0,1.08,4.65,2,6,10,2,3,0,0,0,0,0,0,2,0,2,0,23,134,0.959329207,0.057402396,0.409265156,0.525,97.34,515.5,1.63,207,6.746187,4.3,30.7,1,0,0,0.98,3.15,2,6,10,2,3,0,0,0,0,0,0,2,0,3,0,-4.991880206
Hg3Cd1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,1.666666667,2,1,1.666666667,3,1,1.25,5,2,0.714285714,6,2,0.625,8,3,0.454545455,3.727376379,,,,,,,80,157,-5.13212651,,,,33.91,61.38,1.9,223,10.437504,4.475,7.82,0,0,1,0.66,2.64,2,6,10,2,6,10,0,2,6,0,0,2,0,10,14,48,154,-8.924266924,5.302432968,0.993751837,,49.65,111.8,1.69,218,8.993822,4.08,97.5,1,0,0,0.65,1.58,2,6,10,2,6,0,0,0,0,0,0,2,0,10,0,7.134056128
Ag3Rh1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,3,1,6.75,6,1,7.714285714,6,2,7.875,9,3,7.25,2.900609794,1.502279202,1.502279202,1.449491714,1.384338418,1.449491714,1.449491714,47,144,-4.111983875,0.979922601,0.975906896,1.302,52.5,284.9,1.93,211,7.576234,4.5,429,1,0,0,0.89,2.26,2,6,10,2,6,0,0,0,0,0,0,1,0,10,0,45,134,-1.74842118,0.091325648,0.783981104,1.137,58,556,2.28,210,7.4589,4.98,151,1,0,0,0.99,3.32,2,6,10,2,6,0,0,0,0,0,0,1,0,8,0,2.061434304
Pd3Bi1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,2,7.363636364,2.949954954,0.562,0.562,0.933799824,0.77189768,0.77189768,0.707899377,46,137,-1.753905178,0.280162074,0.909376186,0.562,32,376.6,2.2,210,8.33686,5.41,71.6,1,0,0,0.94,2.78,2,6,10,2,6,0,0,0,0,0,0,0,0,10,0,83,170,0.130035485,,,0.942362,50,209.6,1.9,207,7.285516,4.31,8.2,0,0,1,0.57,,2,6,10,2,6,10,14,2,6,10,2,0,3,0,0,4.103850843
Sc2Os2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,2,8,2,2,8,3,2,8.6,3,4,9.285714286,4,4,9.5,6,6,8.666666667,2.790770989,0.613188389,0.613188389,0.484068372,0.72600888,0.613188389,0.613188389,21,162,1.039495957,,,0.188,142.28,377.8,1.36,215,6.56149,3.5,15.7,1,0,0,1.24,7.9,2,6,10,2,3,0,0,0,0,0,0,2,0,1,0,76,135,-1.372999685,0.017091257,0.648741666,1.1,57,787,2.2,216,8.43823,5.93,88,1,0,0,1.13,5.13,2,6,10,2,6,10,0,2,6,0,0,2,0,6,14,-3.54375512
Zr3Hg1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,0,7,6,1,7.714285714,6,2,7.875,6,3,7.666666667,3.153328184,0.426,0.426,0.426,0.531319029,0.627068086,0.713317805,40,160,1.77722146,0.017719717,0.289232383,0.426,121,610,1.33,223,6.6339,4.05,23.2,1,0,0,1.41,10.9,2,6,10,2,6,0,0,0,0,0,0,2,0,2,0,80,157,-5.13212651,,,,33.91,61.38,1.9,223,10.437504,4.475,7.82,0,0,1,0.66,2.64,2,6,10,2,6,10,0,2,6,0,0,2,0,10,14,-6.011093745
Ta2W2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7.666666667,2,1,7.666666667,2,2,7.5,4,3,8.714285714,4,4,8.875,6,6,8.083333333,2.724436273,0.59189851,0.59189851,0.802496106,0.704348573,0.802496106,0.802496106,73,149,2.06747,0.008732307,0.382570087,0.322,88,782,1.5,222,7.54957,4.4,57.4,1,0,0,1.34,9.05,2,6,10,2,6,10,0,2,6,0,0,2,0,3,14,74,141,0.27333538,0.010403395,0.46381165,0.81626,75,851,1.7,218,7.86403,4.77,177,1,0,0,1.27,7.27,2,6,10,2,6,10,0,2,6,0,0,2,0,4,14,-4.858477757
W2Re2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,7,1,2,7,3,2,7.6,4,4,8.125,4,4,8.125,6,6,7.416666667,2.799332452,1.483529439,1.483529439,1.168178226,1.27770106,1.27770106,1.27770106,74,141,0.27333538,0.010403395,0.46381165,0.81626,75,851,1.7,218,7.86403,4.77,177,1,0,0,1.27,7.27,2,6,10,2,6,10,0,2,6,0,0,2,0,4,14,75,137,0.036133191,0.011796183,0.554710365,0.15,65,774,1.9,216,7.83352,4.72,48.6,1,0,0,1.2,6.04,2,6,10,2,6,10,0,2,6,0,0,2,0,5,14,-3.525757238
Cr3Pb1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,9,2,7.363636364,9,3,7.25,2.748320076,0.666,0.666,1.033942854,0.876724556,0.81339697,0.876724556,24,130,-0.051143679,0.074557596,0.480683429,0.666,78.4,397.48,1.66,206,6.76651,4.5,96.5,1,0,0,0.9,2.35,2,6,10,2,3,0,0,0,0,0,0,1,0,5,0,82,175,-2.199353318,-0.0015442,0.630894547,0.35674316,47.1,195.2,1.8,202,7.4166796,4.25,35.6,0,0,1,0.57,,2,6,10,2,6,10,14,2,6,10,2,0,2,0,0,-2.195477853
V3Mo1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.6,6,2,8.125,6,2,8.125,9,3,7.416666667,2.74289784,0.525,0.525,0.896411832,0.733460916,0.733460916,0.733460916,23,134,0.959329207,0.057402396,0.409265156,0.525,97.34,515.5,1.63,207,6.746187,4.3,30.7,1,0,0,0.98,3.15,2,6,10,2,3,0,0,0,0,0,0,2,0,3,0,42,139,0.045964239,0.025550901,0.484172145,0.748,72.5,658.98,2.16,217,7.09243,4.655,139,1,0,0,1.2,6.62,2,6,10,2,6,0,0,0,0,0,0,1,0,5,0,-5.708889286
Ir3Cd1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,3,7.25,2.819546371,1.5638,1.5638,1.725522885,1.663004428,1.663004428,1.663004428,77,136,-2.323498504,0.035275443,0.769138113,1.5638,51,669,2.2,213,8.96702,5.335,148,1,0,0,1.08,4.45,2,6,10,2,6,10,0,2,6,0,0,2,0,7,14,48,154,-8.924266924,5.302432968,0.993751837,,49.65,111.8,1.69,218,8.993822,4.08,97.5,1,0,0,0.65,1.58,2,6,10,2,6,0,0,0,0,0,0,2,0,10,0,-1.633080318
Al3Fe1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,3,7.25,2.69486804,0.43283,0.43283,0,0,0,0,13,143,-13.3075,,,0.43283,46,330.9,1.61,184,5.9857684,4.16,236,0,1,0,0.61,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,26,126,-1.481436177,0.179259374,0.903397814,0.151,63.93,415.5,1.83,204,7.9024678,4.74,83.5,1,0,0,0.8,1.59,2,6,10,2,3,0,0,0,0,0,0,2,0,6,0,-0.761394657
Hg3Tc1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,0,1,5,0,1,5,2,1,4.333333333,3,1,4.5,6,1,5.571428571,6,2,5.875,3.053442853,2,2,,,,,80,157,-5.13212651,,,,33.91,61.38,1.9,223,10.437504,4.475,7.82,0,0,1,0.66,2.64,2,6,10,2,6,10,0,2,6,0,0,2,0,10,14,43,136,-0.281545688,,,0.55,80.4,678,2.1,216,7.119381,4.31,50.9,1,0,0,1.11,4.71,2,6,10,2,6,0,0,0,0,0,0,2,0,5,0,-1.196978979
In2Os2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,7.666666667,1,2,7.666666667,3,2,7.6,3,4,8.571428571,4,4,8.875,6,6,8.25,2.821312947,1.062658569,1.062658569,0.6407443,0.887005371,0.774596669,0.774596669,49,166,-14.78647093,41.50627285,0.998672595,0.3,68.7,243,1.78,193,5.7863552,4.09,83.7,0,0,1,0.63,,2,6,10,2,6,10,0,2,0,0,0,0,1,0,0,76,135,-1.372999685,0.017091257,0.648741666,1.1,57,787,2.2,216,8.43823,5.93,88,1,0,0,1.13,5.13,2,6,10,2,6,10,0,2,6,0,0,2,0,6,14,-0.847680323
Co3Mo1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7.333333333,2,1,7.333333333,4,1,7.4,6,2,8.25,8,3,7.727272727,9,3,7.583333333,2.543238476,0.957254612,0.957254612,0.826089233,0.873025947,0.895233507,0.873025947,27,125,-2.248000961,0.273248244,0.940522289,0.66225646,57.71,426.7,1.88,200,7.88101,5,105,1,0,0,0.76,1.34,2,6,10,2,3,0,0,0,0,0,0,2,0,7,0,42,139,0.045964239,0.025550901,0.484172145,0.748,72.5,658.98,2.16,217,7.09243,4.655,139,1,0,0,1.2,6.62,2,6,10,2,6,0,0,0,0,0,0,1,0,5,0,-1.51310451
Cu3Zn1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,7,2,1,7,5,2,7.714285714,6,2,7.875,7,2,7.666666667,9,3,7.25,2.618928029,1.45028928,1.45028928,1.417375653,1.393181559,1.374649812,1.393181559,29,128,-2.39711738,0.402188038,0.946906307,1.235,46.5,337.4,1.9,196,7.72638,9.63,403,1,0,0,0.67,1,2,6,10,2,3,0,0,0,0,0,0,1,0,10,0,30,138,-7.679984508,9.50907044,0.995591587,,38.8,130.4,1.65,201,9.394199,4.265,117,0,1,0,0.59,0.46,2,6,10,2,3,0,0,0,0,0,0,2,0,10,0,3.336153214
Mo3Pt1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,1,6.75,6,1,7.714285714,6,2,7.875,9,3,7.25,2.810815017,0.748,0.748,0.956497187,0.860835048,0.956497187,0.956497187,42,139,0.045964239,0.025550901,0.484172145,0.748,72.5,658.98,2.16,217,7.09243,4.655,139,1,0,0,1.2,6.62,2,6,10,2,6,0,0,0,0,0,0,1,0,5,0,78,139,-2.327119735,0.08504031,0.873081836,2.128,44,565.7,2.2,213,8.95883,5.525,71.7,1,0,0,1.04,3.9,2,6,10,2,6,10,0,2,6,0,0,1,0,9,14,-3.527948299
Sc3Ag1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,1,7.5,3,2,7.2,6,2,7.875,9,2,7.363636364,3.154221825,0.188,0.188,0.339528227,0.484068372,0.339528227,0.288976067,21,162,1.039495957,,,0.188,142.28,377.8,1.36,215,6.56149,3.5,15.7,1,0,0,1.24,7.9,2,6,10,2,3,0,0,0,0,0,0,2,0,1,0,47,144,-4.111983875,0.979922601,0.975906896,1.302,52.5,284.9,1.93,211,7.576234,4.5,429,1,0,0,0.89,2.26,2,6,10,2,6,0,0,0,0,0,0,1,0,10,0,-6.113861618
Mn2Ru2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,2,8,2,2,8,2,3,8.6,4,4,9.5,6,6,8.666666667,6,6,8.666666667,2.602047303,,,,,,,25,135,-0.949293148,0.111907829,0.665069247,,66.8,283.3,1.55,205,7.434018,4.1,7.68,1,0,0,0.86,1.4,2,6,10,2,3,0,0,0,0,0,0,2,0,5,0,44,134,-1.190931237,0.042008199,0.671850929,1.05,65,650.6,2.2,213,7.3605,4.71,117,1,0,0,1.05,3.87,2,6,10,2,6,0,0,0,0,0,0,1,0,7,0,-1.477496238
Ir3Pt1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,3,7.25,2.761130728,1.5638,1.5638,1.725522885,1.663004428,1.663004428,1.663004428,77,136,-2.323498504,0.035275443,0.769138113,1.5638,51,669,2.2,213,8.96702,5.335,148,1,0,0,1.08,4.45,2,6,10,2,6,10,0,2,6,0,0,2,0,7,14,78,139,-2.327119735,0.08504031,0.873081836,2.128,44,565.7,2.2,213,8.95883,5.525,71.7,1,0,0,1.04,3.9,2,6,10,2,6,10,0,2,6,0,0,1,0,9,14,-0.46232114
V3Zn1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,6,1,7.714285714,6,2,7.875,6,3,7.666666667,9,3,7.25,2.683319714,0.525,0.525,0.635536987,0.733460916,0.819941499,0.733460916,23,134,0.959329207,0.057402396,0.409265156,0.525,97.34,515.5,1.63,207,6.746187,4.3,30.7,1,0,0,0.98,3.15,2,6,10,2,3,0,0,0,0,0,0,2,0,3,0,30,138,-7.679984508,9.50907044,0.995591587,,38.8,130.4,1.65,201,9.394199,4.265,117,0,1,0,0.59,0.46,2,6,10,2,3,0,0,0,0,0,0,2,0,10,0,-5.069731431
Cd3Ga1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,6,3,0,6,3,1,6,3,2,6,6,2,7.125,9,2,6.818181818,3.206339127,,,,,,,48,154,-8.924266924,5.302432968,0.993751837,,49.65,111.8,1.69,218,8.993822,4.08,97.5,1,0,0,0.65,1.58,2,6,10,2,6,0,0,0,0,0,0,2,0,10,0,31,141,1.215936201,,,0.43,49.9,271.96,1.81,187,5.9993018,4.32,41,0,1,0,0.59,,2,6,10,2,3,0,0,0,0,0,0,2,1,10,0,4.349572633
Cr3Sn1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,9,2,7.363636364,9,3,7.25,2.709631297,0.666,0.666,1.033942854,0.876724556,0.81339697,0.876724556,24,130,-0.051143679,0.074557596,0.480683429,0.666,78.4,397.48,1.66,206,6.76651,4.5,96.5,1,0,0,0.9,2.35,2,6,10,2,3,0,0,0,0,0,0,1,0,5,0,50,162,-21.76422189,66.68357887,0.999454261,1.112067,42.4,301.2,1.96,217,7.343917,4.42,68.2,0,0,1,0.59,,2,6,10,2,6,10,0,2,0,0,0,0,2,0,0,-2.446128168
Cr2W2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,8,1,2,8,3,2,8.4,4,4,9.375,4,4,9.375,6,6,8.583333333,2.623577787,1.386260154,1.386260154,1.033942854,1.154123044,1.154123044,1.154123044,24,130,-0.051143679,0.074557596,0.480683429,0.666,78.4,397.48,1.66,206,6.76651,4.5,96.5,1,0,0,0.9,2.35,2,6,10,2,3,0,0,0,0,0,0,1,0,5,0,74,141,0.27333538,0.010403395,0.46381165,0.81626,75,851,1.7,218,7.86403,4.77,177,1,0,0,1.27,7.27,2,6,10,2,6,10,0,2,6,0,0,2,0,4,14,-3.913004619
In3Os1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,3.067790756,0.3,0.3,0.3,0.6407443,0.482057051,0.482057051,49,166,-14.78647093,41.50627285,0.998672595,0.3,68.7,243,1.78,193,5.7863552,4.09,83.7,0,0,1,0.63,,2,6,10,2,6,10,0,2,0,0,0,0,1,0,0,76,135,-1.372999685,0.017091257,0.648741666,1.1,57,787,2.2,216,8.43823,5.93,88,1,0,0,1.13,5.13,2,6,10,2,6,10,0,2,6,0,0,2,0,6,14,3.544283565
Hf3In1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,0,7,6,1,7.714285714,6,2,7.875,6,3,7.666666667,3.137709469,0.014,0.014,0.014,0.028442723,0.04840091,0.073186114,72,167,0.382039454,,,0.014,109,618.4,1.3,223,6.82507,3.9,23.3,1,0,0,1.44,11.9,2,6,10,2,6,10,0,2,6,0,0,2,0,2,14,49,166,-14.78647093,41.50627285,0.998672595,0.3,68.7,243,1.78,193,5.7863552,4.09,83.7,0,0,1,0.63,,2,6,10,2,6,10,0,2,0,0,0,0,1,0,0,-6.278716889
Cr2Hf2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,3,8.8,2,3,8.8,2,3,8.8,4,4,9.625,6,6,8.75,6,6,8.75,2.777420458,1.28827236,1.28827236,1.28827236,1.154123044,1.154123044,1.154123044,24,130,-0.051143679,0.074557596,0.480683429,0.666,78.4,397.48,1.66,206,6.76651,4.5,96.5,1,0,0,0.9,2.35,2,6,10,2,3,0,0,0,0,0,0,1,0,5,0,72,167,0.382039454,,,0.014,109,618.4,1.3,223,6.82507,3.9,23.3,1,0,0,1.44,11.9,2,6,10,2,6,10,0,2,6,0,0,2,0,2,14,-6.414847007
Al2V2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,7,1,2,7,2,2,6.75,4,4,7.875,5,4,7.666666667,6,6,7.25,2.662350747,0,0,0,0,0,0,13,143,-13.3075,,,0.43283,46,330.9,1.61,184,5.9857684,4.16,236,0,1,0,0.61,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,23,134,0.959329207,0.057402396,0.409265156,0.525,97.34,515.5,1.63,207,6.746187,4.3,30.7,1,0,0,0.98,3.15,2,6,10,2,3,0,0,0,0,0,0,2,0,3,0,-2.71026499
Cu3Bi1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,1,7.75,3,1,7.75,3,2,7.4,6,2,8,9,2,7.454545455,9,3,7.333333333,2.861999928,1.393181559,1.393181559,1.497656352,1.393181559,1.348133698,1.393181559,29,128,-2.39711738,0.402188038,0.946906307,1.235,46.5,337.4,1.9,196,7.72638,9.63,403,1,0,0,0.67,1,2,6,10,2,3,0,0,0,0,0,0,1,0,10,0,83,170,0.130035485,,,0.942362,50,209.6,1.9,207,7.285516,4.31,8.2,0,0,1,0.57,,2,6,10,2,6,10,14,2,6,10,2,0,3,0,0,2.637643793
Cd2Au2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,5.666666667,2,1,5.666666667,2,1,5.666666667,4,3,6.571428571,4,4,6.875,6,5,6.636363636,2.982849755,,,,,,,48,154,-8.924266924,5.302432968,0.993751837,,49.65,111.8,1.69,218,8.993822,4.08,97.5,1,0,0,0.65,1.58,2,6,10,2,6,0,0,0,0,0,0,2,0,10,0,79,146,-3.611699503,0.381963433,0.968210706,2.30863,36.1,368.2,2.4,214,9.225553,5.285,319,1,0,0,1.01,3.35,2,6,10,2,6,10,0,2,6,0,0,1,0,10,14,5.058158157
Hg3Mn1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,2,1,5,2,1,5,5,1,5.333333333,6,2,5.625,6,2,5.625,9,3,5.75,3.18978689,,,,,,,80,157,-5.13212651,,,,33.91,61.38,1.9,223,10.437504,4.475,7.82,0,0,1,0.66,2.64,2,6,10,2,6,10,0,2,6,0,0,2,0,10,14,25,135,-0.949293148,0.111907829,0.665069247,,66.8,283.3,1.55,205,7.434018,4.1,7.68,1,0,0,0.86,1.4,2,6,10,2,3,0,0,0,0,0,0,2,0,5,0,2.489256579
Pt3Hg1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,2,7.2,6,2,7.875,6,2,7.875,9,2,7.363636364,2.890261428,2.128,2.128,2.07584524,2.095251772,2.095251772,2.104132797,78,139,-2.327119735,0.08504031,0.873081836,2.128,44,565.7,2.2,213,8.95883,5.525,71.7,1,0,0,1.04,3.9,2,6,10,2,6,10,0,2,6,0,0,1,0,9,14,80,157,-5.13212651,,,,33.91,61.38,1.9,223,10.437504,4.475,7.82,0,0,1,0.66,2.64,2,6,10,2,6,10,0,2,6,0,0,2,0,10,14,1.835776012
Nb3In1N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,3,0,7,3,0,7,3,1,6.75,6,1,7.714285714,6,2,7.875,9,3,7.25,2.990895161,0.917406,0.917406,1.11475308,1.025449334,1.11475308,1.11475308,41,146,1.444067382,0.020573758,0.411448752,0.917406,106,733,1.6,218,6.75885,4.41,53.3,1,0,0,1.28,7.73,2,6,10,2,6,0,0,0,0,0,0,1,0,4,0,49,166,-14.78647093,41.50627285,0.998672595,0.3,68.7,243,1.78,193,5.7863552,4.09,83.7,0,0,1,0.63,,2,6,10,2,6,10,0,2,0,0,0,0,1,0,0,-4.688299667
Fe2In2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,6.333333333,1,2,6.333333333,2,2,6.25,3,4,7.142857143,4,4,7.375,5,6,7,2.875748691,0.84530281,0.84530281,0.549545267,0.660921862,0.549545267,0.618024772,26,126,-1.481436177,0.179259374,0.903397814,0.151,63.93,415.5,1.83,204,7.9024678,4.74,83.5,1,0,0,0.8,1.59,2,6,10,2,3,0,0,0,0,0,0,2,0,6,0,49,166,-14.78647093,41.50627285,0.998672595,0.3,68.7,243,1.78,193,5.7863552,4.09,83.7,0,0,1,0.63,,2,6,10,2,6,10,0,2,0,0,0,0,1,0,0,2.520183677
Ag2Pb2N2,1.003,-14.323,945.4,2358.57,1.098,1.99824,0,0,15.58,1.71,1,2,4,1,2,4,1,2,4,3,4,4.571428571,4,4,4.625,5,4,4.555555556,3.220807596,1.733366206,1.733366206,1.733366206,1.663934144,1.61369142,1.575664964,47,144,-4.111983875,0.979922601,0.975906896,1.302,52.5,284.9,1.93,211,7.576234,4.5,429,1,0,0,0.89,2.26,2,6,10,2,6,0,0,0,0,0,0,1,0,10,0,82,175,-2.199353318,-0.0015442,0.630894547,0.35674316,47.1,195.2,1.8,202,7.4166796,4.25,35.6,0,0,1,0.57,,2,6,10,2,6,10,14,2,6,10,2,0,2,0,0,4.935554274
